TS ID,TS Name,TS Location,Limits Number,Limits Version,Job Order,Programming Lot,Lot Number,Product Number,Product Expiry,Product Firmware Description,Software Number,Software Version
EQ1000004-6,CEQ0175,EPL-AR1-Line1,D1012493,1.9,6171-ASM-00000508,21194-345,21194-345,M1000226,2022-09-30,F1000227 COVID Ag,D1012492,1.3.7902.16339

Team Lead,Operator,Start,Finish,Serial,Host Serial,Index,Passed,Time,Firmware Test,MAC,Time,Serial Test,Time,Self-Test Test,Result,Unloaded3V3,Loaded3V3,Unloaded6V,Loaded6V,T1Freq,T1Cur,T2Freq,T2Cur,TDFreq,C1Freq,C2Freq,Time,Program Test,Time,Batch Test,Time,Bluetooth Test,RSSI,MAC,Time,LED Test,CurrentBase,CurrentG,CurrentR,Time,Button Test,Time,Metadata Test,Test Type,Version,Component,Batch,Sponsorship,Expiry,Firmware,Description,Time
RKAUL,MPAGTAMA,2021-09-21T15:03:47.6436831+10:00,2021-09-21T15:04:01.8758220+10:00,67605272,682386318,4,True,14232,True,CC:D3:26:CE:B3:DE,2038,True,4,True,2,3076,2983,5618,4707,8886,3141,6369,2010,67,7332,7679,17,True,6715,True,2419,True,-52,CC:D3:26:CE:B3:DE,1538,True,3101,4861,5131,166,True,685,True,CovidHomeAg,4,N/A ,21194-345,Sponsored,2022-09-30,89.1.608,F1000227 COVID Ag,642
RKAUL,MPAGTAMA,2021-09-21T15:03:53.2491693+10:00,2021-09-21T15:04:07.6961471+10:00,4294967295,682314450,3,False,14446,False,,14447
RKAUL,MPAGTAMA,2021-09-21T15:04:04.0723725+10:00,2021-09-21T15:04:17.9087754+10:00,67605273,682823606,1,True,13836,True,EC:09:A7:DA:DD:93,1617,True,342,True,2,3058,2946,5661,4658,5385,3168,9887,2021,514,7615,7096,72,True,6749,True,2324,True,-53,DE:F4:AC:EC:E7:D1,1105,True,3016,4771,5069,321,True,690,True,CovidHomeAg,4,N/A ,21194-345,Sponsored,2022-09-30,89.1.608,F1000227 COVID Ag,608
RKAUL,MPAGTAMA,2021-09-21T15:04:04.1554619+10:00,2021-09-21T15:04:18.6239516+10:00,67605274,682532557,2,True,14468,True,EB:59:7D:4F:29:BB,2186,True,34,True,2,3110,3012,5741,4793,4582,3254,9481,2117,1016,6775,7104,16,True,6742,True,2436,True,-52,EB:59:7D:4F:29:BB,1260,True,3053,4757,5077,447,True,692,True,CovidHomeAg,4,N/A ,21194-345,Sponsored,2022-09-30,89.1.608,F1000227 COVID Ag,645
RKAUL,MPAGTAMA,2021-09-21T15:04:07.7947310+10:00,2021-09-21T15:04:21.6973597+10:00,67605275,682386318,4,True,13902,True,D9:24:45:F3:D9:80,2018,True,54,True,2,3015,2881,5511,4423,7936,3152,7449,2037,148,7135,8156,15,True,6733,True,2331,True,-52,D9:24:45:F3:D9:80,789,True,3017,4779,5075,654,True,688,True,CovidHomeAg,4,N/A ,21194-345,Sponsored,2022-09-30,89.1.608,F1000227 COVID Ag,612
RKAUL,MPAGTAMA,2021-09-21T15:04:23.5092658+10:00,2021-09-21T15:04:37.2760658+10:00,67605276,682532557,2,True,13766,True,E9:CA:54:C4:E9:95,1635,True,281,True,2,3104,2989,5725,4755,7143,3157,10328,2085,363,6072,7011,76,True,6724,True,2324,True,-55,F5:C6:55:15:8C:3E,986,True,3030,4800,5093,446,True,678,True,CovidHomeAg,4,N/A ,21194-345,Sponsored,2022-09-30,89.1.608,F1000227 COVID Ag,611
RKAUL,MPAGTAMA,2021-09-21T15:04:23.2640118+10:00,2021-09-21T15:04:37.7666596+10:00,67605277,682823606,1,True,14502,True,E9:CA:54:C4:E9:95,2296,True,26,True,2,3016,2830,5522,4428,4133,3125,7351,2069,503,6639,7529,382,True,6730,True,2330,True,-54,E9:CA:54:C4:E9:95,1235,True,3071,4875,4975,198,True,680,True,CovidHomeAg,4,N/A ,21194-345,Sponsored,2022-09-30,89.1.608,F1000227 COVID Ag,611
RKAUL,MPAGTAMA,2021-09-21T15:04:33.7521435+10:00,2021-09-21T15:04:47.7717898+10:00,67605278,682386318,4,True,14019,True,E6:19:16:CF:59:ED,1629,True,363,True,2,3060,2951,5591,4600,4976,3179,9439,1999,473,7583,7154,75,True,6764,True,2426,True,-51,CD:21:8B:C1:73:D7,1208,True,3048,4852,5200,213,True,687,True,CovidHomeAg,4,N/A ,21194-345,Sponsored,2022-09-30,89.1.608,F1000227 COVID Ag,644
RKAUL,MPAGTAMA,2021-09-21T15:04:58.9532031+10:00,2021-09-21T15:05:05.6859812+10:00,67605280,682823606,1,False,6732,True,C3:DC:13:2A:68:CA,1722,False,5010
RKAUL,MPAGTAMA,2021-09-21T15:05:01.7818757+10:00,2021-09-21T15:05:15.8470863+10:00,67605281,682386318,4,True,14065,True,CB:36:CC:16:69:D8,2212,True,4,True,2,3083,2962,5645,4626,7978,3173,8767,2069,553,7305,7787,15,True,6773,True,2411,True,-51,CB:36:CC:16:69:D8,1134,True,3080,4798,5084,213,True,681,True,CovidHomeAg,4,N/A ,21194-345,Sponsored,2022-09-30,89.1.608,F1000227 COVID Ag,612
